Date,Close,Change
11-May-2010,7.5806,-0.0127
12-May-2010,7.5738,-0.0068
13-May-2010,7.5616,-0.0121
14-May-2010,7.557,-0.0047
17-May-2010,7.5531,-0.0039
18-May-2010,7.5624,0.0093
19-May-2010,7.561,-0.0013
20-May-2010,7.5576,-0.0034
21-May-2010,7.562,0.0043
24-May-2010,7.5589,-0.003
25-May-2010,7.572,0.0131
26-May-2010,7.5577,-0.0143
27-May-2010,7.578,0.0203
28-May-2010,7.5702,-0.0079
31-May-2010,7.5663,-0.0039
01-Jun-2010,7.5436,-0.0226
02-Jun-2010,7.5548,0.0112
03-Jun-2010,7.5504,-0.0044
04-Jun-2010,7.5581,0.0077
07-Jun-2010,7.5789,0.0207
08-Jun-2010,7.5753,-0.0036
09-Jun-2010,7.5777,0.0024
10-Jun-2010,7.5916,0.014
11-Jun-2010,7.5956,0.0039
14-Jun-2010,7.6205,0.025
15-Jun-2010,7.6087,-0.0118
16-Jun-2010,7.6278,0.0191
17-Jun-2010,7.6285,0.0006
18-Jun-2010,7.6396,0.0112
21-Jun-2010,7.6491,0.0095
22-Jun-2010,7.6453,-0.0038
23-Jun-2010,7.648,0.0026
24-Jun-2010,7.6463,-0.0017
25-Jun-2010,7.6505,0.0042
28-Jun-2010,7.647,-0.0035
29-Jun-2010,7.6622,0.0152
30-Jun-2010,7.6615,-0.0007
01-Jul-2010,7.6659,0.0045
02-Jul-2010,7.674,0.008
05-Jul-2010,7.6588,-0.0152
06-Jul-2010,7.6629,0.0042
07-Jul-2010,7.6524,-0.0105
08-Jul-2010,7.6304,-0.022
09-Jul-2010,7.6385,0.0081
12-Jul-2010,7.6348,-0.0037
13-Jul-2010,7.6441,0.0093
14-Jul-2010,7.6465,0.0023
15-Jul-2010,7.6455,-0.0009
16-Jul-2010,7.6576,0.012
19-Jul-2010,7.6582,0.0006
20-Jul-2010,7.6632,0.0049
21-Jul-2010,7.6663,0.0031
22-Jul-2010,7.6752,0.0089
23-Jul-2010,7.6731,-0.0021
26-Jul-2010,7.6567,-0.0164
27-Jul-2010,7.6602,0.0035
28-Jul-2010,7.6729,0.0127
29-Jul-2010,7.662,-0.0109
30-Jul-2010,7.6618,-0.0002
02-Aug-2010,7.6404,-0.0214
03-Aug-2010,7.6505,0.0101
04-Aug-2010,7.6562,0.0057
05-Aug-2010,7.651,-0.0052
06-Aug-2010,7.6611,0.0101
09-Aug-2010,7.68,0.0189
10-Aug-2010,7.6796,-0.0004
11-Aug-2010,7.6707,-0.0089
12-Aug-2010,7.6741,0.0034
13-Aug-2010,7.6568,-0.0173
16-Aug-2010,7.6602,0.0033
17-Aug-2010,7.6532,-0.007
18-Aug-2010,7.6574,0.0042
19-Aug-2010,7.6498,-0.0076
20-Aug-2010,7.6311,-0.0187
23-Aug-2010,7.6271,-0.004
24-Aug-2010,7.62,-0.0071
25-Aug-2010,7.6191,-0.0009
26-Aug-2010,7.6422,0.0231
27-Aug-2010,7.6386,-0.0036
30-Aug-2010,7.6511,0.0125
31-Aug-2010,7.6499,-0.0012
01-Sep-2010,7.6404,-0.0095
02-Sep-2010,7.6553,0.0149
03-Sep-2010,7.6502,-0.005
06-Sep-2010,7.6538,0.0036
07-Sep-2010,7.6586,0.0048
08-Sep-2010,7.6675,0.0089
09-Sep-2010,7.6859,0.0184
10-Sep-2010,7.6803,-0.0057
13-Sep-2010,7.6904,0.0102
14-Sep-2010,7.7313,0.0409
15-Sep-2010,7.7296,-0.0017
16-Sep-2010,7.7243,-0.0053
17-Sep-2010,7.7114,-0.0129
20-Sep-2010,7.7083,-0.0031
21-Sep-2010,7.689,-0.0193
22-Sep-2010,7.6789,-0.0101
23-Sep-2010,7.6502,-0.0287
24-Sep-2010,7.6377,-0.0125
27-Sep-2010,7.6204,-0.0172
28-Sep-2010,7.6318,0.0114
29-Sep-2010,7.6356,0.0038
30-Sep-2010,7.6411,0.0055
01-Oct-2010,7.6226,-0.0185
04-Oct-2010,7.6071,-0.0155
05-Oct-2010,7.5907,-0.0164
06-Oct-2010,7.5853,-0.0054
07-Oct-2010,7.5757,-0.0096
08-Oct-2010,7.5896,0.0139
11-Oct-2010,7.6136,0.024
12-Oct-2010,7.625,0.0114
13-Oct-2010,7.6175,-0.0075
14-Oct-2010,7.6242,0.0067
15-Oct-2010,7.6251,0.0009
18-Oct-2010,7.5981,-0.027
19-Oct-2010,7.5796,-0.0186
20-Oct-2010,7.5841,0.0046
21-Oct-2010,7.575,-0.0092
22-Oct-2010,7.5983,0.0233
25-Oct-2010,7.601,0.0027
26-Oct-2010,7.6226,0.0216
27-Oct-2010,7.6211,-0.0016
28-Oct-2010,7.6131,-0.0079
29-Oct-2010,7.6193,0.0061
01-Nov-2010,7.6348,0.0155
02-Nov-2010,7.639,0.0042
03-Nov-2010,7.6419,0.003
04-Nov-2010,7.6313,-0.0106
05-Nov-2010,7.6339,0.0026
08-Nov-2010,7.6401,0.0062
09-Nov-2010,7.6315,-0.0086
10-Nov-2010,7.6543,0.0228
11-Nov-2010,7.6649,0.0106
12-Nov-2010,7.652,-0.0129
15-Nov-2010,7.6394,-0.0125
16-Nov-2010,7.6561,0.0167
17-Nov-2010,7.6578,0.0017
18-Nov-2010,7.6538,-0.0039
19-Nov-2010,7.639,-0.0148
22-Nov-2010,7.6319,-0.0071
23-Nov-2010,7.6483,0.0164
24-Nov-2010,7.6508,0.0025
25-Nov-2010,7.6475,-0.0033
26-Nov-2010,7.6516,0.0041
29-Nov-2010,7.6706,0.0191
30-Nov-2010,7.6722,0.0015
01-Dec-2010,7.6662,-0.006
02-Dec-2010,7.6551,-0.0111
03-Dec-2010,7.6564,0.0014
06-Dec-2010,7.6702,0.0138
07-Dec-2010,7.6746,0.0044
08-Dec-2010,7.6661,-0.0085
09-Dec-2010,7.6532,-0.0129
10-Dec-2010,7.6466,-0.0066
13-Dec-2010,7.6526,0.006
14-Dec-2010,7.6434,-0.0092
15-Dec-2010,7.6218,-0.0216
16-Dec-2010,7.6259,0.0042
17-Dec-2010,7.6199,-0.006
20-Dec-2010,7.6206,0.0007
21-Dec-2010,7.6339,0.0132
22-Dec-2010,7.6409,0.007
23-Dec-2010,7.639,-0.0019
24-Dec-2010,7.6313,-0.0078
27-Dec-2010,7.6416,0.0103
28-Dec-2010,7.6428,0.0012
29-Dec-2010,7.6449,0.0021
30-Dec-2010,7.6512,0.0063
31-Dec-2010,7.6395,-0.0117
03-Jan-2011,7.6274,-0.0122
04-Jan-2011,7.631,0.0036
05-Jan-2011,7.6294,-0.0016
06-Jan-2011,7.633,0.0036
07-Jan-2011,7.6462,0.0132
10-Jan-2011,7.6251,-0.021
11-Jan-2011,7.6186,-0.0065
12-Jan-2011,7.6287,0.0101
13-Jan-2011,7.647,0.0183
14-Jan-2011,7.6348,-0.0122
17-Jan-2011,7.6275,-0.0073
18-Jan-2011,7.6204,-0.0071
19-Jan-2011,7.6326,0.0122
20-Jan-2011,7.6099,-0.0227
21-Jan-2011,7.6192,0.0092
24-Jan-2011,7.6254,0.0062
25-Jan-2011,7.6575,0.0321
26-Jan-2011,7.6564,-0.001
27-Jan-2011,7.6839,0.0275
28-Jan-2011,7.6896,0.0057
31-Jan-2011,7.6827,-0.007
01-Feb-2011,7.6704,-0.0123
02-Feb-2011,7.6724,0.002
03-Feb-2011,7.6669,-0.0055
04-Feb-2011,7.6892,0.0223
07-Feb-2011,7.6891,-0.0001
08-Feb-2011,7.6896,0.0005
09-Feb-2011,7.6688,-0.0207
10-Feb-2011,7.6812,0.0123
11-Feb-2011,7.679,-0.0021
14-Feb-2011,7.6828,0.0038
15-Feb-2011,7.6854,0.0025
16-Feb-2011,7.6923,0.0069
17-Feb-2011,7.703,0.0107
18-Feb-2011,7.7238,0.0209
21-Feb-2011,7.7004,-0.0235
22-Feb-2011,7.7046,0.0042
23-Feb-2011,7.7133,0.0086
24-Feb-2011,7.6846,-0.0286
25-Feb-2011,7.6888,0.0042
28-Feb-2011,7.7097,0.0209
01-Mar-2011,7.7173,0.0076
02-Mar-2011,7.7108,-0.0066
03-Mar-2011,7.7045,-0.0063
04-Mar-2011,7.6927,-0.0118
07-Mar-2011,7.703,0.0103
08-Mar-2011,7.7047,0.0017
09-Mar-2011,7.7106,0.0058
10-Mar-2011,7.724,0.0134
11-Mar-2011,7.7272,0.0032
14-Mar-2011,7.7488,0.0216
15-Mar-2011,7.7472,-0.0016
16-Mar-2011,7.7452,-0.0021
17-Mar-2011,7.7394,-0.0058
18-Mar-2011,7.754,0.0146
21-Mar-2011,7.7464,-0.0076
22-Mar-2011,7.745,-0.0015
23-Mar-2011,7.7487,0.0038
24-Mar-2011,7.7311,-0.0176
25-Mar-2011,7.7071,-0.024
28-Mar-2011,7.7112,0.0041
29-Mar-2011,7.7129,0.0018
30-Mar-2011,7.7098,-0.0032
31-Mar-2011,7.7027,-0.0071
01-Apr-2011,7.7134,0.0107
04-Apr-2011,7.7078,-0.0056
05-Apr-2011,7.6994,-0.0084
06-Apr-2011,7.703,0.0036
07-Apr-2011,7.7107,0.0077
08-Apr-2011,7.6946,-0.0161
11-Apr-2011,7.6958,0.0012
12-Apr-2011,7.6949,-0.0008
13-Apr-2011,7.6923,-0.0026
14-Apr-2011,7.7096,0.0173
15-Apr-2011,7.698,-0.0116
18-Apr-2011,7.6887,-0.0093
19-Apr-2011,7.7125,0.0238
20-Apr-2011,7.7244,0.0119
21-Apr-2011,7.7108,-0.0136
22-Apr-2011,7.7142,0.0034
25-Apr-2011,7.6979,-0.0163
26-Apr-2011,7.6981,0.0001
27-Apr-2011,7.6903,-0.0077
28-Apr-2011,7.7107,0.0204
29-Apr-2011,7.7175,0.0067
02-May-2011,7.713,-0.0045
03-May-2011,7.7083,-0.0047
04-May-2011,7.7158,0.0075
05-May-2011,7.7042,-0.0116
06-May-2011,7.6935,-0.0107
09-May-2011,7.6994,0.0059
10-May-2011,7.7008,0.0015
11-May-2011,7.7051,0.0043
12-May-2011,7.7153,0.0101
13-May-2011,7.7141,-0.0012
16-May-2011,7.7544,0.0403
17-May-2011,7.762,0.0076
18-May-2011,7.7805,0.0185
19-May-2011,7.7658,-0.0147
20-May-2011,7.7783,0.0125
23-May-2011,7.7888,0.0105
24-May-2011,7.7987,0.0099
25-May-2011,7.7911,-0.0077
26-May-2011,7.797,0.0059
27-May-2011,7.7986,0.0016
30-May-2011,7.814,0.0154
31-May-2011,7.8054,-0.0085
01-Jun-2011,7.8006,-0.0049
02-Jun-2011,7.7983,-0.0023
03-Jun-2011,7.8031,0.0048
06-Jun-2011,7.8021,-0.001
07-Jun-2011,7.7965,-0.0056
08-Jun-2011,7.8036,0.0072
09-Jun-2011,7.8054,0.0017
10-Jun-2011,7.8144,0.009
13-Jun-2011,7.8421,0.0277
14-Jun-2011,7.8502,0.0081
15-Jun-2011,7.8614,0.0112
16-Jun-2011,7.8576,-0.0038
17-Jun-2011,7.8467,-0.0109
20-Jun-2011,7.8392,-0.0075
21-Jun-2011,7.8333,-0.0059
22-Jun-2011,7.839,0.0057
23-Jun-2011,7.8298,-0.0092
24-Jun-2011,7.8357,0.0059
27-Jun-2011,7.8516,0.0159
28-Jun-2011,7.8547,0.0031
29-Jun-2011,7.8697,0.015
30-Jun-2011,7.8833,0.0136
01-Jul-2011,7.8804,-0.0029
04-Jul-2011,7.8872,0.0068
05-Jul-2011,7.8974,0.0102
06-Jul-2011,7.8803,-0.0171
07-Jul-2011,7.8834,0.0031
08-Jul-2011,7.8811,-0.0023
11-Jul-2011,7.8774,-0.0036
12-Jul-2011,7.8884,0.0109
13-Jul-2011,7.9017,0.0133
14-Jul-2011,7.8985,-0.0031
15-Jul-2011,7.9042,0.0057
18-Jul-2011,7.8846,-0.0197
19-Jul-2011,7.8913,0.0067
20-Jul-2011,7.897,0.0057
21-Jul-2011,7.8926,-0.0043
22-Jul-2011,7.8659,-0.0268
25-Jul-2011,7.8848,0.0189
26-Jul-2011,7.8761,-0.0087
27-Jul-2011,7.8705,-0.0055
28-Jul-2011,7.8648,-0.0058
29-Jul-2011,7.8695,0.0047
01-Aug-2011,7.8737,0.0042
02-Aug-2011,7.8639,-0.0098
03-Aug-2011,7.8557,-0.0082
04-Aug-2011,7.858,0.0024
05-Aug-2011,7.8404,-0.0176
08-Aug-2011,7.8492,0.0088
09-Aug-2011,7.8343,-0.0148
10-Aug-2011,7.8487,0.0144
11-Aug-2011,7.8529,0.0042
12-Aug-2011,7.8701,0.0173
15-Aug-2011,7.8914,0.0213
16-Aug-2011,7.8914,-0.0
17-Aug-2011,7.888,-0.0034
18-Aug-2011,7.8857,-0.0023
19-Aug-2011,7.9013,0.0157
22-Aug-2011,7.8865,-0.0148
23-Aug-2011,7.8928,0.0063
24-Aug-2011,7.873,-0.0199
25-Aug-2011,7.8531,-0.0199
26-Aug-2011,7.8678,0.0147
29-Aug-2011,7.8683,0.0005
30-Aug-2011,7.874,0.0057
31-Aug-2011,7.8747,0.0007
01-Sep-2011,7.8672,-0.0075
02-Sep-2011,7.8541,-0.0131
05-Sep-2011,7.8498,-0.0043
06-Sep-2011,7.8694,0.0196
07-Sep-2011,7.8849,0.0155
08-Sep-2011,7.8794,-0.0055
09-Sep-2011,7.8822,0.0028
12-Sep-2011,7.8697,-0.0125
13-Sep-2011,7.8578,-0.0119
14-Sep-2011,7.8747,0.0169
15-Sep-2011,7.8719,-0.0028
16-Sep-2011,7.8741,0.0021
19-Sep-2011,7.8581,-0.0159
20-Sep-2011,7.8547,-0.0034
21-Sep-2011,7.8736,0.0189
22-Sep-2011,7.8826,0.009
23-Sep-2011,7.8686,-0.014
26-Sep-2011,7.8717,0.0031
27-Sep-2011,7.891,0.0192
28-Sep-2011,7.8847,-0.0063
29-Sep-2011,7.8915,0.0068
30-Sep-2011,7.8891,-0.0024
03-Oct-2011,7.8825,-0.0066
04-Oct-2011,7.857,-0.0255
05-Oct-2011,7.871,0.014
06-Oct-2011,7.8604,-0.0106
07-Oct-2011,7.8859,0.0255
10-Oct-2011,7.8934,0.0075
11-Oct-2011,7.9031,0.0097
12-Oct-2011,7.9051,0.002
13-Oct-2011,7.891,-0.0142
14-Oct-2011,7.8899,-0.0011
17-Oct-2011,7.8927,0.0029
18-Oct-2011,7.8991,0.0064
19-Oct-2011,7.9114,0.0122
20-Oct-2011,7.9254,0.014
21-Oct-2011,7.9071,-0.0183
24-Oct-2011,7.9077,0.0006
25-Oct-2011,7.8962,-0.0115
26-Oct-2011,7.883,-0.0132
27-Oct-2011,7.8767,-0.0063
28-Oct-2011,7.875,-0.0016
31-Oct-2011,7.8805,0.0054
01-Nov-2011,7.8563,-0.0242
02-Nov-2011,7.8473,-0.009
03-Nov-2011,7.8602,0.0129
04-Nov-2011,7.8622,0.002
07-Nov-2011,7.8527,-0.0094
08-Nov-2011,7.8596,0.0069
09-Nov-2011,7.8456,-0.0141
10-Nov-2011,7.8216,-0.024
11-Nov-2011,7.8287,0.0071
14-Nov-2011,7.8456,0.0168
15-Nov-2011,7.8476,0.0021
16-Nov-2011,7.8491,0.0015
17-Nov-2011,7.8667,0.0176
18-Nov-2011,7.8814,0.0147
21-Nov-2011,7.8712,-0.0102
22-Nov-2011,7.8655,-0.0056
23-Nov-2011,7.8758,0.0103
24-Nov-2011,7.877,0.0012
25-Nov-2011,7.8926,0.0157
28-Nov-2011,7.9047,0.012
29-Nov-2011,7.9084,0.0038
30-Nov-2011,7.9003,-0.0081
01-Dec-2011,7.8992,-0.0011
02-Dec-2011,7.8874,-0.0119
05-Dec-2011,7.8898,0.0024
06-Dec-2011,7.883,-0.0068
07-Dec-2011,7.8855,0.0025
08-Dec-2011,7.8965,0.011
09-Dec-2011,7.8783,-0.0182
12-Dec-2011,7.8885,0.0103
13-Dec-2011,7.8747,-0.0139
14-Dec-2011,7.8826,0.008
15-Dec-2011,7.8948,0.0122
16-Dec-2011,7.8975,0.0027
19-Dec-2011,7.9034,0.0059
20-Dec-2011,7.912,0.0086
21-Dec-2011,7.9312,0.0192
22-Dec-2011,7.9566,0.0253
23-Dec-2011,7.9498,-0.0068
26-Dec-2011,7.9528,0.0031
27-Dec-2011,7.9284,-0.0244
28-Dec-2011,7.9236,-0.0048
29-Dec-2011,7.9214,-0.0022
30-Dec-2011,7.9048,-0.0166
02-Jan-2012,7.897,-0.0078
03-Jan-2012,7.8866,-0.0105
04-Jan-2012,7.8997,0.0132
05-Jan-2012,7.9114,0.0117
06-Jan-2012,7.8921,-0.0193
09-Jan-2012,7.8803,-0.0118
10-Jan-2012,7.8704,-0.0098
11-Jan-2012,7.8632,-0.0072
12-Jan-2012,7.8384,-0.0248
13-Jan-2012,7.8421,0.0036
16-Jan-2012,7.8269,-0.0151
17-Jan-2012,7.8334,0.0065
18-Jan-2012,7.8406,0.0073
19-Jan-2012,7.8817,0.0411
20-Jan-2012,7.8709,-0.0108
23-Jan-2012,7.865,-0.0059
24-Jan-2012,7.8841,0.019
25-Jan-2012,7.904,0.0199
26-Jan-2012,7.8987,-0.0053
27-Jan-2012,7.891,-0.0077
30-Jan-2012,7.8975,0.0065
31-Jan-2012,7.9071,0.0096
01-Feb-2012,7.9159,0.0087
02-Feb-2012,7.9023,-0.0136
03-Feb-2012,7.8925,-0.0098
06-Feb-2012,7.8935,0.0011
07-Feb-2012,7.894,0.0004
08-Feb-2012,7.8887,-0.0052
09-Feb-2012,7.8844,-0.0044
10-Feb-2012,7.8754,-0.0089
13-Feb-2012,7.868,-0.0074
14-Feb-2012,7.8487,-0.0193
15-Feb-2012,7.8626,0.0139
16-Feb-2012,7.8502,-0.0124
17-Feb-2012,7.8442,-0.006
20-Feb-2012,7.8345,-0.0097
21-Feb-2012,7.8211,-0.0134
22-Feb-2012,7.8087,-0.0124
23-Feb-2012,7.8089,0.0002
24-Feb-2012,7.792,-0.0169
27-Feb-2012,7.7753,-0.0167
28-Feb-2012,7.743,-0.0323
29-Feb-2012,7.7408,-0.0022
01-Mar-2012,7.7526,0.0117
02-Mar-2012,7.7585,0.0059
05-Mar-2012,7.7586,0.0001
06-Mar-2012,7.7842,0.0256
07-Mar-2012,7.8025,0.0184
08-Mar-2012,7.8159,0.0133
09-Mar-2012,7.8215,0.0056
12-Mar-2012,7.8164,-0.0051
13-Mar-2012,7.8292,0.0129
14-Mar-2012,7.831,0.0018
15-Mar-2012,7.8292,-0.0018
16-Mar-2012,7.8347,0.0055
19-Mar-2012,7.849,0.0143
20-Mar-2012,7.8636,0.0146
21-Mar-2012,7.8735,0.0098
22-Mar-2012,7.9019,0.0284
23-Mar-2012,7.8901,-0.0118
26-Mar-2012,7.8865,-0.0036
27-Mar-2012,7.8752,-0.0113
28-Mar-2012,7.8847,0.0096
29-Mar-2012,7.8707,-0.014
30-Mar-2012,7.8558,-0.0149
02-Apr-2012,7.8459,-0.0099
03-Apr-2012,7.852,0.0062
04-Apr-2012,7.8224,-0.0296
05-Apr-2012,7.8182,-0.0042
06-Apr-2012,7.8058,-0.0124
09-Apr-2012,7.7874,-0.0184
10-Apr-2012,7.7885,0.0011
11-Apr-2012,7.7669,-0.0216
12-Apr-2012,7.7237,-0.0432
13-Apr-2012,7.7263,0.0026
16-Apr-2012,7.7106,-0.0157
17-Apr-2012,7.6965,-0.0141
18-Apr-2012,7.6972,0.0007
19-Apr-2012,7.6923,-0.005
20-Apr-2012,7.6911,-0.0012
23-Apr-2012,7.6881,-0.003
24-Apr-2012,7.686,-0.0021
25-Apr-2012,7.6615,-0.0245
26-Apr-2012,7.6646,0.0032
27-Apr-2012,7.6564,-0.0082
30-Apr-2012,7.6503,-0.0061
01-May-2012,7.6398,-0.0105
02-May-2012,7.64,0.0001
03-May-2012,7.6418,0.0019
04-May-2012,7.6429,0.0011
07-May-2012,7.6483,0.0053
08-May-2012,7.6436,-0.0046
09-May-2012,7.6384,-0.0052
10-May-2012,7.6467,0.0083
11-May-2012,7.6544,0.0077
14-May-2012,7.6618,0.0074
15-May-2012,7.6786,0.0168
16-May-2012,7.6649,-0.0137
17-May-2012,7.6526,-0.0123
18-May-2012,7.6624,0.0098
21-May-2012,7.6739,0.0115
22-May-2012,7.6787,0.0049
23-May-2012,7.6878,0.0091
24-May-2012,7.6779,-0.0099
25-May-2012,7.6969,0.0191
28-May-2012,7.6913,-0.0057
29-May-2012,7.6964,0.0051
30-May-2012,7.7041,0.0078
31-May-2012,7.7075,0.0033
01-Jun-2012,7.7416,0.0341
04-Jun-2012,7.7369,-0.0047
05-Jun-2012,7.7307,-0.0062
06-Jun-2012,7.7234,-0.0072
07-Jun-2012,7.7168,-0.0066
08-Jun-2012,7.7297,0.0129
11-Jun-2012,7.7461,0.0164
12-Jun-2012,7.741,-0.0051
13-Jun-2012,7.7439,0.0029
14-Jun-2012,7.728,-0.0159
15-Jun-2012,7.7452,0.0173
18-Jun-2012,7.7458,0.0005
19-Jun-2012,7.7381,-0.0076
20-Jun-2012,7.7553,0.0172
21-Jun-2012,7.7672,0.0119
22-Jun-2012,7.761,-0.0062
25-Jun-2012,7.7686,0.0076
26-Jun-2012,7.7699,0.0013
27-Jun-2012,7.765,-0.0049
28-Jun-2012,7.7787,0.0137
29-Jun-2012,7.787,0.0083
02-Jul-2012,7.7998,0.0129
03-Jul-2012,7.7999,0.0
04-Jul-2012,7.7952,-0.0047
05-Jul-2012,7.7959,0.0007
06-Jul-2012,7.7849,-0.011
09-Jul-2012,7.7867,0.0018
10-Jul-2012,7.8028,0.0161
11-Jul-2012,7.802,-0.0007
12-Jul-2012,7.8108,0.0088
13-Jul-2012,7.826,0.0152
16-Jul-2012,7.8409,0.0149
17-Jul-2012,7.8453,0.0043
18-Jul-2012,7.8611,0.0158
19-Jul-2012,7.846,-0.0151
20-Jul-2012,7.8389,-0.0071
23-Jul-2012,7.8316,-0.0073
24-Jul-2012,7.8552,0.0236
25-Jul-2012,7.8472,-0.008
26-Jul-2012,7.8599,0.0127
27-Jul-2012,7.868,0.0081
30-Jul-2012,7.8774,0.0094
31-Jul-2012,7.8652,-0.0122
01-Aug-2012,7.8621,-0.0032
02-Aug-2012,7.8506,-0.0115
03-Aug-2012,7.8746,0.024
06-Aug-2012,7.8662,-0.0084
07-Aug-2012,7.8732,0.007
08-Aug-2012,7.8637,-0.0095
09-Aug-2012,7.8817,0.018
10-Aug-2012,7.9001,0.0185
13-Aug-2012,7.919,0.0189
14-Aug-2012,7.9236,0.0046
15-Aug-2012,7.9402,0.0166
16-Aug-2012,7.9293,-0.0109
17-Aug-2012,7.9228,-0.0066
20-Aug-2012,7.9324,0.0097
21-Aug-2012,7.9267,-0.0058
22-Aug-2012,7.9196,-0.007
23-Aug-2012,7.9265,0.0069
24-Aug-2012,7.9136,-0.0129
27-Aug-2012,7.9144,0.0007
28-Aug-2012,7.9104,-0.004
29-Aug-2012,7.9067,-0.0037
30-Aug-2012,7.9011,-0.0055
31-Aug-2012,7.9122,0.0111
03-Sep-2012,7.917,0.0047
04-Sep-2012,7.9207,0.0037
05-Sep-2012,7.9194,-0.0013
06-Sep-2012,7.9086,-0.0109
07-Sep-2012,7.8895,-0.0191
10-Sep-2012,7.8905,0.001
11-Sep-2012,7.8775,-0.0131
12-Sep-2012,7.8673,-0.0101
13-Sep-2012,7.8724,0.0051
14-Sep-2012,7.8618,-0.0106
17-Sep-2012,7.8767,0.015
18-Sep-2012,7.8778,0.0011
19-Sep-2012,7.8784,0.0006
20-Sep-2012,7.8639,-0.0145
21-Sep-2012,7.8534,-0.0106
24-Sep-2012,7.8732,0.0198
25-Sep-2012,7.8747,0.0016
26-Sep-2012,7.8824,0.0076
27-Sep-2012,7.8816,-0.0008
28-Sep-2012,7.8727,-0.0089
01-Oct-2012,7.8799,0.0072
02-Oct-2012,7.8732,-0.0067
03-Oct-2012,7.8602,-0.013
04-Oct-2012,7.8636,0.0034
05-Oct-2012,7.8849,0.0213
08-Oct-2012,7.8884,0.0035
09-Oct-2012,7.8822,-0.0063
10-Oct-2012,7.8909,0.0088
11-Oct-2012,7.8901,-0.0008
12-Oct-2012,7.8981,0.008
15-Oct-2012,7.9179,0.0198
16-Oct-2012,7.9299,0.012
17-Oct-2012,7.9238,-0.0061
18-Oct-2012,7.8996,-0.0243
19-Oct-2012,7.8918,-0.0077
22-Oct-2012,7.8957,0.0039
