Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
23-Nov-2010,6542.12,6587.4,6442.02,6486.92,0,3079.58
24-Nov-2010,6514.11,6549.84,6418.48,6453.88,0,1976.72
25-Nov-2010,6463.05,6535.02,6412.77,6484.57,0,3079.81
26-Nov-2010,6459.01,6599.16,6415.71,6555.22,0,3538.22
29-Nov-2010,6547.79,6561.72,6392.74,6406.37,0,1763.63
30-Nov-2010,6400.48,6540.02,6339.4,6478.19,0,2858.4
01-Dec-2010,6479.73,6623.59,6434.23,6577.4,0,4930.07
02-Dec-2010,6576.66,6630.58,6531.4,6585.26,0,2328.33
03-Dec-2010,6577.54,6766.28,6530.35,6718.07,0,2384.35
06-Dec-2010,6709.52,6774.21,6651.68,6716.32,0,3812.79
07-Dec-2010,6700.14,6808.8,6657.56,6765.81,0,4275.56
08-Dec-2010,6766.42,6788.02,6697.27,6718.72,0,1961.28
09-Dec-2010,6693.91,6761.74,6611.07,6678.75,0,2246.46
10-Dec-2010,6691.64,6842.72,6670.18,6820.84,0,3261.58
13-Dec-2010,6804.69,6993.24,6783.76,6971.79,0,5149.15
14-Dec-2010,6970.8,7106.61,6902.36,7037.52,0,4277.16
15-Dec-2010,7040.66,7081.26,6971.43,7011.86,0,5352.33
16-Dec-2010,7019.35,7069.71,6941.34,6991.5,0,3415.84
17-Dec-2010,6963.75,7011.04,6796.83,6843.3,0,2445.81
20-Dec-2010,6813.29,6908.2,6795.61,6890.32,0,3806.53
21-Dec-2010,6906.49,6947.79,6833.02,6874.13,0,4675.54
22-Dec-2010,6879.28,6926.07,6757.84,6804.12,0,2718.05
23-Dec-2010,6791.21,6890.11,6757.72,6856.3,0,2893.46
24-Dec-2010,6866.73,6934.13,6808.68,6876.0,0,4676.03
27-Dec-2010,6891.51,6941.29,6767.07,6816.31,0,2474.18
28-Dec-2010,6801.53,6898.99,6753.8,6850.92,0,3382.68
29-Dec-2010,6869.41,6947.03,6832.53,6909.93,0,4672.24
30-Dec-2010,6902.97,6925.62,6858.54,6881.12,0,8065.56
31-Dec-2010,6874.66,6910.73,6745.62,6781.2,0,1720.51
03-Jan-2011,6757.01,6818.75,6706.25,6767.92,0,3199.57
04-Jan-2011,6779.39,6805.15,6734.23,6759.91,0,5092.03
05-Jan-2011,6762.24,6869.61,6691.23,6798.22,0,4366.34
06-Jan-2011,6802.92,6852.51,6686.65,6735.76,0,3950.48
07-Jan-2011,6737.11,6757.23,6665.21,6685.17,0,1886.95
10-Jan-2011,6674.64,6832.38,6650.52,6807.78,0,2297.28
11-Jan-2011,6796.15,6842.01,6646.06,6691.2,0,2010.1
12-Jan-2011,6705.99,6776.82,6607.47,6678.02,0,2142.18
13-Jan-2011,6644.9,6726.25,6598.24,6679.34,0,2593.1
14-Jan-2011,6665.47,6769.1,6609.18,6712.42,0,2314.37
17-Jan-2011,6726.28,6809.59,6677.06,6760.13,0,2505.06
18-Jan-2011,6748.95,6780.7,6591.8,6622.95,0,2914.17
19-Jan-2011,6610.35,6640.87,6586.93,6617.43,0,1500.14
20-Jan-2011,6606.99,6782.38,6549.88,6724.25,0,4924.62
21-Jan-2011,6711.4,6841.97,6677.98,6808.07,0,3417.58
24-Jan-2011,6812.68,6876.69,6754.13,6818.09,0,3032.21
25-Jan-2011,6845.37,6877.86,6549.44,6580.67,0,1365.74
26-Jan-2011,6568.12,6704.18,6512.19,6647.57,0,1803.04
27-Jan-2011,6662.07,6715.43,6626.92,6680.18,0,5151.59
28-Jan-2011,6679.52,6688.34,6587.69,6596.4,0,4807.59
31-Jan-2011,6589.59,6654.91,6562.46,6627.61,0,3738.32
01-Feb-2011,6622.7,6690.79,6552.33,6620.4,0,2709.91
02-Feb-2011,6605.9,6699.23,6505.78,6599.02,0,1701.31
03-Feb-2011,6610.63,6661.34,6562.58,6613.28,0,3551.61
04-Feb-2011,6612.73,6640.68,6570.37,6598.26,0,3892.08
07-Feb-2011,6609.21,6621.67,6585.59,6598.03,0,2681.51
08-Feb-2011,6594.42,6626.45,6541.45,6573.38,0,2683.69
09-Feb-2011,6575.68,6616.74,6466.03,6506.66,0,3498.96
10-Feb-2011,6506.75,6594.04,6462.06,6549.06,0,6445.01
11-Feb-2011,6557.45,6584.68,6528.15,6555.37,0,2319.67
14-Feb-2011,6565.43,6672.43,6523.92,6630.51,0,1840.08
15-Feb-2011,6630.06,6690.8,6600.18,6660.78,0,1597.55
16-Feb-2011,6669.62,6722.84,6483.39,6535.54,0,4148.63
17-Feb-2011,6536.27,6653.5,6508.91,6625.77,0,2241.37
18-Feb-2011,6643.68,6669.57,6496.29,6521.7,0,1327.06
21-Feb-2011,6526.19,6567.84,6475.02,6516.61,0,4334.14
22-Feb-2011,6522.18,6552.59,6427.42,6457.52,0,2671.95
23-Feb-2011,6457.48,6552.79,6401.73,6496.7,0,4137.82
24-Feb-2011,6505.66,6611.07,6475.32,6580.37,0,3975.45
25-Feb-2011,6559.32,6715.53,6519.59,6675.1,0,2141.22
28-Feb-2011,6686.41,6739.98,6658.74,6712.2,0,3425.55
01-Mar-2011,6708.93,6770.58,6626.78,6688.23,0,2245.5
02-Mar-2011,6694.0,6757.45,6633.34,6696.77,0,3247.88
03-Mar-2011,6696.45,6719.9,6672.06,6695.51,0,3665.08
04-Mar-2011,6703.05,6810.6,6673.11,6780.31,0,2664.67
07-Mar-2011,6780.65,6832.63,6673.61,6725.17,0,1863.8
08-Mar-2011,6724.21,6742.03,6631.39,6649.02,0,5176.15
09-Mar-2011,6653.73,6711.87,6627.01,6685.02,0,3801.59
10-Mar-2011,6692.77,6765.88,6543.33,6615.6,0,2594.26
11-Mar-2011,6622.05,6725.98,6588.97,6692.54,0,4918.94
14-Mar-2011,6711.53,6767.17,6535.56,6590.2,0,2497.34
15-Mar-2011,6576.09,6655.8,6556.97,6636.51,0,3417.12
16-Mar-2011,6619.04,6681.26,6506.55,6568.29,0,3354.96
17-Mar-2011,6578.77,6609.67,6553.24,6584.12,0,8071.94
18-Mar-2011,6588.03,6703.43,6540.33,6655.24,0,2332.11
21-Mar-2011,6663.03,6720.52,6527.96,6584.77,0,3955.04
22-Mar-2011,6550.47,6730.66,6499.39,6678.57,0,1824.63
23-Mar-2011,6677.47,6711.88,6620.75,6655.05,0,4294.65
24-Mar-2011,6662.72,6736.81,6553.08,6626.76,0,2402.08
25-Mar-2011,6600.11,6710.83,6570.12,6680.47,0,2984.5
28-Mar-2011,6701.28,6711.97,6535.54,6545.99,0,2805.51
29-Mar-2011,6566.34,6631.73,6448.05,6512.91,0,1543.75
30-Mar-2011,6507.17,6566.5,6334.11,6392.4,0,5120.89
31-Mar-2011,6395.91,6520.12,6365.88,6489.65,0,1985.03
01-Apr-2011,6487.81,6537.79,6312.14,6361.14,0,2175.32
04-Apr-2011,6361.2,6407.87,6358.41,6405.06,0,965.81
05-Apr-2011,6410.93,6453.75,6345.86,6388.53,0,3211.21
06-Apr-2011,6400.19,6444.16,6301.28,6344.88,0,2337.2
07-Apr-2011,6327.53,6359.19,6279.61,6311.2,0,2637.68
08-Apr-2011,6321.45,6367.48,6179.57,6224.89,0,2697.82
11-Apr-2011,6231.58,6258.85,6079.61,6106.34,0,3228.3
12-Apr-2011,6119.07,6179.81,5998.98,6059.12,0,3279.56
13-Apr-2011,6046.34,6092.91,5995.97,6042.52,0,2780.47
14-Apr-2011,6045.34,6087.78,6007.71,6050.12,0,8306.71
15-Apr-2011,6041.56,6083.59,5902.07,5943.43,0,3780.82
18-Apr-2011,5915.92,5950.24,5820.68,5854.65,0,4382.51
19-Apr-2011,5858.48,5911.44,5768.73,5821.36,0,4350.38
20-Apr-2011,5824.03,5858.03,5781.73,5815.68,0,2347.45
21-Apr-2011,5822.68,5860.19,5767.33,5804.73,0,2945.91
22-Apr-2011,5795.58,5801.07,5758.17,5763.63,0,1805.74
25-Apr-2011,5776.8,5793.07,5741.58,5757.79,0,3142.19
26-Apr-2011,5750.33,5764.53,5633.58,5647.53,0,3032.89
27-Apr-2011,5637.08,5702.51,5564.25,5629.6,0,4139.11
28-Apr-2011,5631.16,5682.77,5613.86,5665.37,0,4931.07
29-Apr-2011,5668.39,5680.72,5585.81,5597.98,0,3459.44
02-May-2011,5609.69,5652.4,5566.91,5609.63,0,3120.82
03-May-2011,5618.59,5675.62,5528.38,5585.08,0,4040.52
04-May-2011,5597.38,5630.07,5522.36,5554.81,0,1408.97
05-May-2011,5548.1,5609.1,5509.45,5570.29,0,3575.52
06-May-2011,5565.43,5598.99,5477.79,5511.02,0,1533.35
09-May-2011,5493.83,5636.99,5453.8,5596.22,0,4935.57
10-May-2011,5591.02,5612.21,5546.95,5568.05,0,2967.45
11-May-2011,5576.91,5678.21,5540.17,5641.05,0,2752.46
12-May-2011,5637.43,5651.59,5538.22,5552.17,0,3968.26
13-May-2011,5542.92,5666.25,5499.98,5622.7,0,2180.67
16-May-2011,5613.61,5766.82,5560.52,5712.8,0,4336.07
17-May-2011,5718.72,5774.06,5609.34,5664.15,0,4076.82
18-May-2011,5670.36,5721.38,5561.91,5612.41,0,4160.57
19-May-2011,5610.96,5679.02,5603.11,5671.09,0,4576.37
20-May-2011,5672.72,5694.46,5611.49,5633.08,0,3108.08
23-May-2011,5634.6,5660.27,5612.46,5638.13,0,2896.01
24-May-2011,5635.99,5773.75,5595.22,5732.29,0,3189.38
25-May-2011,5714.11,5766.66,5692.33,5744.76,0,4005.8
26-May-2011,5754.59,5847.01,5708.93,5800.99,0,2624.05
27-May-2011,5782.33,5935.17,5745.95,5898.05,0,3070.74
30-May-2011,5903.57,5967.1,5849.98,5913.42,0,2053.55
31-May-2011,5915.11,6067.19,5846.49,5997.62,0,3089.29
01-Jun-2011,6008.26,6033.1,5958.78,5983.51,0,3027.52
02-Jun-2011,5982.16,6024.45,5923.75,5965.92,0,5953.67
03-Jun-2011,5956.05,5995.72,5905.25,5944.84,0,2091.03
06-Jun-2011,5942.22,6026.5,5905.71,5989.7,0,2088.31
07-Jun-2011,5987.27,6045.78,5949.75,6008.13,0,1985.67
08-Jun-2011,6009.83,6048.42,5941.96,5980.37,0,2344.13
09-Jun-2011,5988.96,6034.36,5955.1,6000.44,0,1145.22
10-Jun-2011,5986.53,6019.8,5960.11,5993.34,0,2057.68
13-Jun-2011,6010.49,6029.41,5992.79,6011.7,0,2677.39
14-Jun-2011,6027.87,6047.86,5998.25,6018.2,0,2346.07
15-Jun-2011,6010.44,6019.16,5951.94,5960.59,0,3751.36
16-Jun-2011,5976.66,6043.46,5934.59,6001.22,0,2776.23
17-Jun-2011,5966.55,6033.63,5906.55,5973.56,0,2997.58
20-Jun-2011,5967.26,6161.2,5926.67,6119.58,0,2769.58
21-Jun-2011,6131.42,6335.56,6093.54,6296.66,0,2791.4
22-Jun-2011,6292.58,6303.39,6281.55,6292.36,0,2599.53
23-Jun-2011,6296.08,6335.93,6227.92,6267.59,0,2089.51
24-Jun-2011,6268.75,6292.13,6078.84,6101.6,0,3354.38
27-Jun-2011,6118.11,6145.25,5979.28,6005.93,0,3876.0
28-Jun-2011,6005.98,6043.76,5894.13,5931.44,0,2494.94
29-Jun-2011,5940.89,5993.73,5797.66,5849.69,0,4343.17
