Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
23-Apr-2010,3281.35,3296.17,3247.33,3262.07,0,2686.56
26-Apr-2010,3258.75,3285.23,3187.98,3214.1,0,2814.06
27-Apr-2010,3218.83,3234.61,3216.41,3232.18,0,3157.32
28-Apr-2010,3231.29,3247.63,3188.59,3204.8,0,2545.17
29-Apr-2010,3201.85,3253.35,3185.9,3237.23,0,4030.21
30-Apr-2010,3241.2,3267.98,3209.53,3236.27,0,1891.43
03-May-2010,3242.06,3331.86,3226.02,3315.45,0,2700.94
04-May-2010,3319.53,3393.88,3280.93,3354.88,0,4790.6
05-May-2010,3360.45,3431.39,3349.17,3419.91,0,3183.73
06-May-2010,3416.04,3450.99,3374.57,3409.45,0,2696.27
07-May-2010,3420.14,3444.22,3352.92,3376.69,0,3107.79
10-May-2010,3379.87,3399.99,3349.05,3369.11,0,1808.0
11-May-2010,3384.86,3403.96,3316.52,3335.34,0,7216.18
12-May-2010,3335.71,3351.35,3319.3,3334.94,0,2615.11
13-May-2010,3333.39,3360.19,3325.7,3352.46,0,3403.18
14-May-2010,3347.79,3421.4,3315.02,3388.23,0,1066.74
17-May-2010,3391.12,3433.26,3372.07,3414.07,0,2809.31
18-May-2010,3415.61,3456.1,3386.81,3427.2,0,3114.14
19-May-2010,3432.03,3475.2,3403.28,3446.32,0,2687.14
20-May-2010,3450.12,3484.45,3420.79,3455.07,0,2408.27
21-May-2010,3447.61,3502.89,3423.24,3478.31,0,2431.45
24-May-2010,3478.23,3512.11,3406.02,3439.52,0,4189.7
25-May-2010,3434.16,3530.53,3410.53,3506.41,0,4666.49
26-May-2010,3513.64,3554.7,3481.84,3522.82,0,2232.87
27-May-2010,3521.65,3545.56,3479.34,3503.13,0,3320.3
28-May-2010,3507.76,3554.37,3486.54,3533.0,0,2574.1
31-May-2010,3529.56,3548.83,3520.69,3539.93,0,3576.9
01-Jun-2010,3544.68,3556.99,3459.19,3471.25,0,2228.45
02-Jun-2010,3475.52,3500.84,3375.52,3400.29,0,2315.19
03-Jun-2010,3391.44,3450.64,3377.77,3436.79,0,1823.09
04-Jun-2010,3442.66,3449.08,3407.13,3413.5,0,988.41
07-Jun-2010,3425.07,3462.69,3321.7,3358.58,0,1372.23
08-Jun-2010,3363.28,3384.1,3326.94,3347.65,0,3965.17
09-Jun-2010,3342.59,3395.92,3325.5,3378.64,0,2133.21
10-Jun-2010,3367.07,3408.33,3338.19,3379.35,0,2145.53
11-Jun-2010,3373.64,3427.18,3328.67,3382.1,0,1829.47
14-Jun-2010,3384.16,3445.95,3358.51,3420.03,0,1976.66
15-Jun-2010,3415.06,3433.43,3340.91,3358.98,0,3357.43
16-Jun-2010,3354.84,3398.78,3316.58,3360.46,0,3624.4
17-Jun-2010,3345.25,3380.95,3285.33,3320.77,0,3120.17
18-Jun-2010,3311.25,3391.99,3289.49,3369.84,0,2411.43
21-Jun-2010,3360.03,3380.57,3346.86,3367.36,0,1823.99
22-Jun-2010,3364.39,3373.02,3356.88,3365.51,0,4364.53
23-Jun-2010,3366.35,3395.8,3294.77,3323.84,0,2199.21
24-Jun-2010,3323.67,3327.97,3308.25,3312.54,0,4488.88
25-Jun-2010,3300.15,3323.1,3288.0,3310.91,0,2065.86
28-Jun-2010,3320.63,3358.82,3302.34,3340.42,0,1898.76
29-Jun-2010,3339.58,3417.82,3318.18,3396.06,0,2011.9
30-Jun-2010,3395.79,3450.45,3371.92,3426.37,0,4800.4
01-Jul-2010,3426.01,3450.43,3400.68,3425.09,0,2738.65
02-Jul-2010,3424.27,3441.53,3340.67,3357.59,0,2527.89
05-Jul-2010,3370.62,3404.34,3335.74,3369.46,0,2094.17
06-Jul-2010,3368.1,3464.53,3331.29,3427.08,0,4472.68
07-Jul-2010,3430.44,3457.17,3386.89,3413.48,0,3045.32
08-Jul-2010,3413.58,3426.39,3347.41,3360.02,0,1937.56
09-Jul-2010,3349.2,3368.48,3303.49,3322.62,0,4070.98
12-Jul-2010,3342.67,3359.36,3275.25,3291.69,0,2994.83
13-Jul-2010,3291.57,3357.04,3275.91,3341.14,0,3445.57
14-Jul-2010,3334.07,3353.62,3243.99,3263.12,0,3070.46
15-Jul-2010,3270.02,3295.35,3166.13,3190.84,0,6120.1
16-Jul-2010,3180.82,3209.39,3170.28,3198.79,0,2483.23
19-Jul-2010,3204.58,3242.98,3123.76,3161.64,0,2588.88
20-Jul-2010,3164.86,3192.75,3077.88,3105.25,0,3095.68
21-Jul-2010,3105.02,3114.19,3080.08,3089.2,0,2842.77
22-Jul-2010,3093.62,3135.25,3064.6,3106.12,0,3877.5
23-Jul-2010,3109.17,3153.43,3079.73,3123.85,0,4036.21
26-Jul-2010,3126.6,3133.91,3097.33,3104.59,0,2457.36
27-Jul-2010,3085.55,3096.42,3077.21,3088.07,0,4730.0
28-Jul-2010,3083.7,3115.36,3063.67,3095.26,0,5772.88
29-Jul-2010,3095.77,3098.18,3056.89,3059.27,0,2998.1
30-Jul-2010,3068.48,3090.92,2971.22,2993.11,0,2556.14
02-Aug-2010,2990.05,2999.54,2930.56,2939.89,0,5895.56
03-Aug-2010,2936.78,2989.39,2918.11,2970.51,0,4187.24
04-Aug-2010,2976.79,3004.79,2971.69,2999.65,0,5231.07
05-Aug-2010,3002.98,3069.25,2968.94,3034.85,0,3712.54
06-Aug-2010,3048.38,3077.68,3015.49,3044.75,0,2260.41
09-Aug-2010,3044.76,3094.03,3014.73,3063.82,0,6551.27
10-Aug-2010,3061.45,3085.28,3021.06,3044.77,0,2767.55
11-Aug-2010,3042.31,3043.09,3039.92,3040.7,0,3304.22
12-Aug-2010,3053.15,3076.32,3017.36,3040.43,0,2187.05
13-Aug-2010,3052.11,3064.43,3014.37,3026.59,0,3630.83
16-Aug-2010,3025.17,3079.5,2991.69,3045.79,0,4949.02
17-Aug-2010,3044.73,3051.66,2995.41,3002.23,0,2179.94
18-Aug-2010,3003.82,3026.18,2979.43,3001.77,0,2274.88
19-Aug-2010,3001.21,3061.92,2972.23,3032.63,0,2384.01
20-Aug-2010,3023.99,3126.62,3000.29,3102.31,0,5848.43
23-Aug-2010,3114.17,3134.71,3060.4,3080.72,0,2165.2
24-Aug-2010,3074.75,3150.4,3065.73,3141.18,0,1993.1
25-Aug-2010,3150.32,3159.03,3101.51,3110.11,0,1914.81
26-Aug-2010,3111.7,3133.88,3047.95,3069.83,0,2720.98
27-Aug-2010,3076.28,3076.42,3037.15,3037.29,0,2870.85
30-Aug-2010,3032.25,3043.14,3026.77,3037.65,0,5908.41
31-Aug-2010,3045.06,3075.86,3019.41,3050.17,0,1669.2
01-Sep-2010,3054.45,3076.54,3003.13,3025.01,0,2229.9
02-Sep-2010,3018.65,3065.96,3003.49,3050.64,0,4650.47
03-Sep-2010,3057.28,3082.52,3029.48,3054.7,0,4568.89
06-Sep-2010,3062.29,3071.82,3031.47,3040.93,0,2715.69
07-Sep-2010,3045.6,3093.8,3012.35,3060.39,0,1722.17
08-Sep-2010,3063.98,3075.28,3013.3,3024.45,0,4790.69
09-Sep-2010,3033.14,3052.01,3017.46,3036.32,0,2829.9
10-Sep-2010,3034.69,3105.99,3009.7,3080.63,0,3679.03
13-Sep-2010,3084.12,3114.92,2997.42,3027.66,0,2212.69
14-Sep-2010,3037.42,3077.34,3018.32,3058.11,0,2560.37
15-Sep-2010,3065.64,3090.64,2977.16,3001.64,0,2163.93
16-Sep-2010,2990.24,3012.1,2920.35,2941.86,0,4490.19
17-Sep-2010,2928.64,2957.64,2925.94,2954.91,0,3631.54
20-Sep-2010,2958.65,3037.98,2938.71,3017.63,0,1825.72
21-Sep-2010,3017.86,3043.36,2989.02,3014.5,0,1563.19
22-Sep-2010,3012.34,3033.54,2980.0,3001.12,0,6188.6
23-Sep-2010,3002.24,3005.63,2972.21,2975.56,0,3269.35
24-Sep-2010,2977.69,3049.56,2941.27,3012.71,0,2180.41
27-Sep-2010,3020.34,3028.73,2996.42,3004.77,0,4585.38
28-Sep-2010,3011.3,3031.0,2963.61,2983.14,0,3720.82
29-Sep-2010,2988.87,3013.99,2947.13,2972.1,0,2710.42
30-Sep-2010,2982.58,2994.72,2952.9,2964.96,0,2899.3
01-Oct-2010,2972.96,2990.92,2939.14,2957.01,0,1805.02
04-Oct-2010,2961.08,2997.1,2901.2,2936.93,0,4395.16
05-Oct-2010,2933.13,2959.73,2879.13,2905.48,0,5496.84
06-Oct-2010,2904.12,2930.96,2886.94,2913.72,0,4266.23
07-Oct-2010,2904.91,2960.95,2881.61,2937.4,0,2449.47
08-Oct-2010,2944.46,2970.91,2934.95,2961.35,0,5560.25
11-Oct-2010,2961.73,2987.17,2942.51,2967.91,0,5228.2
12-Oct-2010,2959.93,2992.27,2938.01,2970.28,0,5353.34
13-Oct-2010,2965.96,2979.68,2956.19,2969.89,0,3950.24
14-Oct-2010,2965.38,3015.94,2950.03,3000.41,0,3428.27
15-Oct-2010,3010.07,3033.53,2935.26,2958.32,0,1939.23
18-Oct-2010,2956.85,2985.11,2944.39,2972.57,0,6048.51
19-Oct-2010,2972.32,2987.81,2955.7,2971.18,0,2440.91
20-Oct-2010,2974.68,2991.36,2941.65,2958.24,0,2361.28
21-Oct-2010,2954.85,3004.08,2928.14,2977.17,0,3342.45
22-Oct-2010,2967.09,3006.91,2950.32,2990.02,0,3735.19
25-Oct-2010,2988.05,3061.2,2966.46,3039.24,0,4066.42
26-Oct-2010,3032.72,3062.01,3019.2,3048.43,0,2872.93
27-Oct-2010,3038.89,3111.11,3021.14,3093.04,0,3560.01
28-Oct-2010,3104.4,3142.46,3023.26,3060.78,0,1371.3
29-Oct-2010,3064.08,3110.78,3031.84,3078.39,0,2925.66
01-Nov-2010,3074.37,3104.99,3052.72,3083.27,0,4450.04
02-Nov-2010,3079.06,3096.19,3056.53,3073.63,0,3334.43
03-Nov-2010,3071.52,3097.7,3068.33,3094.49,0,887.55
04-Nov-2010,3088.22,3170.96,3069.88,3152.23,0,3111.17
05-Nov-2010,3136.13,3225.5,3116.57,3205.51,0,3512.07
08-Nov-2010,3205.65,3210.57,3164.66,3169.52,0,2030.38
09-Nov-2010,3171.94,3184.61,3161.17,3173.84,0,2584.77
10-Nov-2010,3176.8,3206.26,3138.45,3167.83,0,2811.41
11-Nov-2010,3169.84,3189.67,3127.53,3147.21,0,1562.14
12-Nov-2010,3137.7,3199.49,3129.1,3190.74,0,3970.68
15-Nov-2010,3190.18,3209.25,3151.15,3170.1,0,2728.54
16-Nov-2010,3175.63,3204.25,3096.33,3124.49,0,1911.69
17-Nov-2010,3131.05,3155.22,3103.41,3127.56,0,2875.71
18-Nov-2010,3131.15,3157.07,3078.24,3103.94,0,2634.98
19-Nov-2010,3110.6,3134.9,3089.75,3114.02,0,5600.8
22-Nov-2010,3106.46,3142.24,3041.8,3077.25,0,3546.4
23-Nov-2010,3075.81,3087.21,3037.89,3049.18,0,1290.53
24-Nov-2010,3039.79,3064.34,2990.4,3014.75,0,2964.25
25-Nov-2010,3016.3,3025.98,3001.66,3011.32,0,1845.88
26-Nov-2010,3023.74,3048.46,2993.61,3018.29,0,1882.67
29-Nov-2010,3011.47,3033.63,2944.73,2966.55,0,1983.77
30-Nov-2010,2967.12,3003.15,2945.73,2981.65,0,1706.13
01-Dec-2010,2976.25,3071.24,2957.44,3051.95,0,2183.4
02-Dec-2010,3047.53,3082.46,3033.02,3067.85,0,1925.44
03-Dec-2010,3071.55,3172.51,3031.85,3132.03,0,2212.61
06-Dec-2010,3125.87,3162.18,3106.29,3142.5,0,1169.93
07-Dec-2010,3145.57,3194.56,3126.85,3175.66,0,2337.14
08-Dec-2010,3160.68,3180.93,3131.37,3151.57,0,2855.04
09-Dec-2010,3155.35,3181.06,3077.23,3102.51,0,2729.23
10-Dec-2010,3115.97,3201.94,3086.14,3171.58,0,2261.47
13-Dec-2010,3172.88,3267.68,3168.15,3262.82,0,3044.05
14-Dec-2010,3278.0,3333.97,3251.95,3307.68,0,1952.73
15-Dec-2010,3313.51,3325.19,3288.93,3300.56,0,3805.57
16-Dec-2010,3299.68,3319.06,3261.61,3280.88,0,2290.32
17-Dec-2010,3284.59,3288.11,3213.39,3216.83,0,2088.11
20-Dec-2010,3220.86,3263.37,3195.53,3237.92,0,3973.02
21-Dec-2010,3243.13,3262.51,3209.73,3229.02,0,1212.1
22-Dec-2010,3243.02,3255.45,3174.32,3186.53,0,2074.22
23-Dec-2010,3195.2,3233.74,3169.39,3207.83,0,2193.59
24-Dec-2010,3204.4,3252.24,3176.51,3224.17,0,3134.73
27-Dec-2010,3225.44,3240.05,3196.82,3211.37,0,2459.6
28-Dec-2010,3212.28,3244.31,3204.1,3236.07,0,4630.09
29-Dec-2010,3239.87,3287.31,3211.94,3259.21,0,2147.79
30-Dec-2010,3271.95,3289.25,3214.56,3231.65,0,3570.93
31-Dec-2010,3236.92,3256.12,3190.2,3209.25,0,2892.76
03-Jan-2011,3212.04,3233.15,3185.5,3206.56,0,1443.37
04-Jan-2011,3207.36,3221.47,3194.07,3208.18,0,1602.03
05-Jan-2011,3215.22,3236.68,3193.93,3215.39,0,2160.47
06-Jan-2011,3208.91,3240.22,3152.97,3184.04,0,5093.05
07-Jan-2011,3174.49,3178.16,3142.57,3146.2,0,4317.3
10-Jan-2011,3147.44,3223.66,3124.53,3200.36,0,2497.11
11-Jan-2011,3197.69,3209.66,3139.68,3151.47,0,4970.42
12-Jan-2011,3162.79,3193.79,3120.75,3151.64,0,4933.57
13-Jan-2011,3165.14,3180.94,3138.21,3153.95,0,2607.23
14-Jan-2011,3142.68,3202.62,3105.75,3165.42,0,4486.13
17-Jan-2011,3174.84,3218.26,3140.68,3184.01,0,2613.04
18-Jan-2011,3193.51,3207.26,3108.51,3121.95,0,3339.51
19-Jan-2011,3122.49,3136.62,3076.99,3090.98,0,1744.28
20-Jan-2011,3082.5,3171.38,3074.32,3162.98,0,2608.18
21-Jan-2011,3167.24,3227.03,3144.68,3204.21,0,3100.73
24-Jan-2011,3206.1,3235.51,3201.76,3231.14,0,2554.99
25-Jan-2011,3223.41,3239.86,3136.02,3152.1,0,2636.77
26-Jan-2011,3153.83,3233.1,3122.39,3201.19,0,2372.75
27-Jan-2011,3204.25,3219.42,3191.28,3206.43,0,5519.67
28-Jan-2011,3215.21,3248.17,3146.64,3179.22,0,4032.22
31-Jan-2011,3170.77,3212.02,3141.72,3182.86,0,1518.4
01-Feb-2011,3180.48,3195.12,3171.7,3186.33,0,2229.33
02-Feb-2011,3196.13,3199.21,3164.89,3167.95,0,3439.81
03-Feb-2011,3163.06,3188.69,3148.06,3173.64,0,3330.7
04-Feb-2011,3173.14,3204.12,3150.76,3181.69,0,2605.86
07-Feb-2011,3190.49,3208.84,3170.09,3188.43,0,1566.46
08-Feb-2011,3198.73,3237.14,3143.16,3181.36,0,2325.67
09-Feb-2011,3178.3,3194.42,3129.67,3145.63,0,3300.82
10-Feb-2011,3146.38,3192.45,3121.01,3166.92,0,3948.52
11-Feb-2011,3159.26,3198.06,3137.33,3176.01,0,2990.74
14-Feb-2011,3176.12,3234.85,3155.78,3214.27,0,2651.45
15-Feb-2011,3210.93,3228.24,3202.97,3220.26,0,1123.84
16-Feb-2011,3216.43,3245.62,3146.39,3175.2,0,3300.06
17-Feb-2011,3182.49,3240.42,3167.42,3225.14,0,2551.17
18-Feb-2011,3222.55,3226.45,3169.35,3173.2,0,3052.41
21-Feb-2011,3172.84,3197.03,3156.4,3180.55,0,2149.36
22-Feb-2011,3170.46,3187.58,3142.32,3159.38,0,6816.22
23-Feb-2011,3162.97,3205.81,3135.68,3178.39,0,2716.0
24-Feb-2011,3173.06,3220.58,3158.03,3205.4,0,4189.4
25-Feb-2011,3197.55,3250.8,3188.13,3241.25,0,3988.67
28-Feb-2011,3244.91,3300.05,3220.96,3275.87,0,5204.89
01-Mar-2011,3276.25,3288.45,3255.72,3267.88,0,3429.38
02-Mar-2011,3265.76,3287.23,3245.77,3267.24,0,5381.29
03-Mar-2011,3265.78,3293.18,3233.84,3261.2,0,1930.56
04-Mar-2011,3254.04,3309.73,3242.39,3297.92,0,3881.23
07-Mar-2011,3298.11,3337.16,3235.98,3274.75,0,2503.98
08-Mar-2011,3282.11,3327.51,3198.32,3243.19,0,2041.48
09-Mar-2011,3246.79,3280.9,3229.11,3263.13,0,3724.48
10-Mar-2011,3247.26,3270.96,3217.64,3241.29,0,1924.61
11-Mar-2011,3236.83,3290.35,3207.45,3260.75,0,3350.05
14-Mar-2011,3262.44,3283.28,3165.29,3185.63,0,5043.07
15-Mar-2011,3186.13,3238.06,3158.7,3210.42,0,4449.31
16-Mar-2011,3207.91,3242.23,3155.17,3189.29,0,1590.25
17-Mar-2011,3182.95,3231.14,3177.35,3225.47,0,2056.29
18-Mar-2011,3215.01,3249.03,3197.85,3231.78,0,2880.0
21-Mar-2011,3231.61,3242.01,3197.72,3208.05,0,2932.36
22-Mar-2011,3218.5,3295.85,3178.23,3255.12,0,3038.7
23-Mar-2011,3250.6,3288.23,3229.15,3266.67,0,1675.28
24-Mar-2011,3271.52,3285.86,3244.37,3258.66,0,2935.59
25-Mar-2011,3260.35,3296.48,3227.77,3263.87,0,3674.76
28-Mar-2011,3261.15,3277.16,3193.0,3208.75,0,2856.26
29-Mar-2011,3207.41,3221.88,3186.78,3201.22,0,2077.85
30-Mar-2011,3207.94,3229.36,3122.84,3143.84,0,2296.77
31-Mar-2011,3139.7,3250.05,3109.43,3219.01,0,1426.78
01-Apr-2011,3220.03,3249.64,3118.56,3147.49,0,3881.79
04-Apr-2011,3138.53,3207.07,3118.69,3186.92,0,5352.45
05-Apr-2011,3179.62,3216.41,3151.82,3188.53,0,3312.73
06-Apr-2011,3170.83,3200.54,3123.05,3152.58,0,3358.0
07-Apr-2011,3148.04,3157.59,3123.79,3133.29,0,3270.95
08-Apr-2011,3134.87,3157.06,3092.39,3114.43,0,4271.12
11-Apr-2011,3113.6,3115.11,3046.94,3048.42,0,2501.41
12-Apr-2011,3054.34,3067.81,3030.62,3044.04,0,1293.12
13-Apr-2011,3036.69,3076.46,3002.18,3041.89,0,3893.4
14-Apr-2011,3040.09,3059.16,3038.86,3057.93,0,7091.2
15-Apr-2011,3058.78,3080.02,2991.44,3012.36,0,3258.02
18-Apr-2011,3005.7,3032.9,2945.34,2972.23,0,2583.46
19-Apr-2011,2976.04,2990.53,2933.86,2948.22,0,1986.69
20-Apr-2011,2952.3,2978.06,2922.74,2948.47,0,2231.71
21-Apr-2011,2952.27,2979.16,2902.25,2928.92,0,3549.5
22-Apr-2011,2928.89,2941.34,2901.33,2913.71,0,5013.6
25-Apr-2011,2925.2,2940.23,2896.62,2911.59,0,2904.86
26-Apr-2011,2923.17,2927.29,2858.85,2862.89,0,4539.71
27-Apr-2011,2871.27,2884.44,2835.89,2848.95,0,3187.1
28-Apr-2011,2845.82,2901.57,2835.12,2890.7,0,1391.48
29-Apr-2011,2887.5,2907.63,2855.73,2875.78,0,4121.29
02-May-2011,2871.18,2891.19,2868.72,2888.72,0,3653.68
03-May-2011,2883.05,2898.61,2870.58,2886.12,0,2413.61
04-May-2011,2890.98,2915.85,2838.35,2862.98,0,3214.46
05-May-2011,2854.62,2890.99,2841.94,2878.2,0,2413.66
06-May-2011,2876.48,2896.24,2820.98,2840.48,0,2995.7
09-May-2011,2833.48,2916.25,2816.69,2899.07,0,3331.03
10-May-2011,2903.01,2943.41,2857.3,2897.63,0,2180.38
11-May-2011,2898.83,2974.48,2884.71,2960.06,0,2818.04
12-May-2011,2955.0,2983.25,2902.23,2930.24,0,2516.07
13-May-2011,2926.2,2961.97,2915.86,2951.55,0,3739.72
16-May-2011,2958.97,3024.96,2928.64,2994.28,0,2271.33
17-May-2011,2999.37,3018.28,2962.34,2981.14,0,3531.43
18-May-2011,2988.31,3012.76,2947.4,2971.71,0,3586.18
19-May-2011,2974.02,3020.95,2961.92,3008.71,0,2891.02
20-May-2011,3012.92,3042.19,2960.56,2989.61,0,2361.98
23-May-2011,2997.33,3016.66,2972.67,2991.98,0,3462.07
24-May-2011,2999.99,3061.78,2981.38,3042.9,0,2467.39
25-May-2011,3037.89,3087.47,3006.51,3055.9,0,2710.59
26-May-2011,3044.81,3102.6,3021.88,3079.4,0,3208.57
27-May-2011,3088.74,3129.49,3074.73,3115.36,0,3228.78
30-May-2011,3108.56,3125.52,3078.77,3095.66,0,2535.22
31-May-2011,3091.09,3153.28,3068.54,3130.44,0,3265.48
01-Jun-2011,3133.46,3149.48,3108.68,3124.65,0,2004.67
02-Jun-2011,3124.02,3142.03,3099.52,3117.49,0,5187.14
03-Jun-2011,3108.78,3145.73,3084.84,3121.7,0,2429.34
06-Jun-2011,3121.13,3166.37,3094.83,3139.92,0,1827.47
07-Jun-2011,3139.05,3180.15,3114.28,3155.24,0,2593.19
08-Jun-2011,3144.12,3156.0,3118.24,3130.07,0,1567.99
09-Jun-2011,3119.39,3170.14,3090.03,3140.58,0,1928.99
10-Jun-2011,3146.82,3170.44,3125.43,3149.04,0,3712.46
13-Jun-2011,3155.31,3191.66,3111.17,3147.43,0,3296.75
14-Jun-2011,3149.99,3159.45,3125.98,3135.39,0,2617.29
15-Jun-2011,3125.71,3152.59,3064.53,3091.11,0,1606.79
16-Jun-2011,3100.66,3136.91,3086.63,3122.78,0,3959.18
17-Jun-2011,3121.54,3137.31,3091.94,3107.65,0,1744.16
20-Jun-2011,3102.33,3168.05,3088.7,3154.19,0,3161.53
21-Jun-2011,3157.63,3272.29,3143.77,3257.98,0,4127.99
22-Jun-2011,3246.91,3282.84,3221.85,3257.7,0,4387.6
23-Jun-2011,3263.78,3285.9,3227.59,3249.62,0,5259.45
24-Jun-2011,3257.24,3291.44,3173.89,3207.57,0,1759.88
27-Jun-2011,3213.43,3226.53,3135.14,3147.97,0,5217.52
28-Jun-2011,3143.45,3158.37,3100.56,3115.35,0,2676.78
29-Jun-2011,3112.93,3114.05,3060.46,3061.57,0,1372.88
