Date,Risk-On_Probability,Late-Cycle_Probability,Transitional_Probability,Risk-Off_Probability,Post-Shock_Probability,Dominant_Regime,Confidence,Entropy,Uncertainty,Conformal_90_Set,Close,benchmark_ret,confidence,equity_weight,strategy_ret,cum_strategy,cum_benchmark
2011-01-17,1.839473227980665e-26,5.676890363643821e-13,0.999999999989282,0.0,1.015018129644075e-11,Transitional,0.999999999989282,2.8113164705545157e-10,1.7467691352583492e-10,{Transitional},5592.45,0.009079541620279574,0.999999999989282,0.7,0.006355679134195702,0.9808325026546204,0.972469773612925
2011-01-18,2.190653705478792e-38,1.1390129340833317e-13,0.9999996554081568,0.0,3.445917291556093e-07,Transitional,0.9999996554081568,5.472429881253235e-06,3.400211862150543e-06,{Transitional},5453.98,-0.024760167726130766,0.9999996554081568,0.7,-0.017332117408291534,0.9638325985607421,0.9483912589096766
2011-01-19,7.946616811918271e-39,5.043179440363153e-15,0.9999998902041142,0.0,1.0979588076197232e-07,Transitional,0.9999998902041142,1.869233791950966e-06,1.1614202557984684e-06,{Transitional},5431.71,-0.0040832566309373375,0.9999998902041142,0.7,-0.0028582796416561362,0.9610776954663115,0.9445187340130107
2011-01-20,3.522758646278807e-31,9.912000581226574e-14,0.9999999947279324,0.0,5.271968389311315e-09,Transitional,0.9999999947279324,1.0576105920784975e-07,6.571304080186457e-08,{Transitional},5513.97,0.015144402039136917,0.9999999947279324,0.7,0.010601081427395841,0.9712661583740038,0.9588229054544003
2011-01-21,1.0132317472120323e-25,2.002277848155769e-12,0.9999999999713882,0.0,2.6609528520697828e-11,Transitional,0.9999999999713882,7.276892824894581e-10,4.521387727153183e-10,{Transitional},5588.29,0.013478491903292866,0.9999999999713882,0.7,0.009434944332305005,0.9804300005101142,0.9717463922222592
2011-01-24,1.0306443403634533e-21,4.45021516568686e-11,0.9999999999550152,0.0,4.825998341301666e-13,Transitional,0.9999999999550152,1.1168708703686887e-09,6.939508891520658e-10,{Transitional},5639.98,0.00924969892399985,0.9999999999550152,0.7,0.006474789246799895,0.986778078134657,0.9807347537807982
2011-01-25,4.4605249543670164e-39,6.658696503167534e-05,0.9999186960081758,0.0,1.4717026792496266e-05,Transitional,0.9999186960081758,0.0008854167195959,0.0005501403395281,{Transitional},5493.43,-0.025984134695512973,0.9999186960081758,0.7,-0.01818889428685908,0.9688296759868757,0.9552512098379872
2011-01-26,1.0100825450000844e-27,1.2425497797530216e-11,0.999999999949084,0.0,3.8490491818189915e-11,Transitional,0.999999999949084,1.2830125481733744e-09,7.971805176584643e-10,{Transitional},5553.26,0.010891191841891024,0.999999999949084,0.7,0.007623834289323716,0.976215872891179,0.9656550340215312
2011-01-27,2.1047618019964105e-23,5.1892540944621707e-11,0.999999999947457,0.0,6.504735727456949e-13,Transitional,0.999999999947457,1.2971109927308102e-09,8.05940373784951e-10,{Transitional},5612.96,0.01075044208266851,0.999999999947457,0.7,0.007525309457867956,0.9835621994323678,0.976036252536617
2011-01-28,1.5317487161161539e-28,5.2544956078298576e-12,0.9999999998933664,0.0,1.0137906920280612e-10,Transitional,0.9999999998933664,2.573143322339284e-09,1.5987838377981812e-09,{Transitional},5549.21,-0.011357643738776013,0.9999999998933664,0.7,-0.007950350617143208,0.9757425350931119,0.964950780504176
2011-01-31,2.581421620056868e-26,8.64698737373096e-12,0.9999999999613752,0.0,2.9977643112257876e-11,Transitional,0.9999999999613752,9.82341789653931e-10,6.103632715897972e-10,{Transitional},5579.62,0.005480059323759612,0.9999999999613752,0.7,0.003836041526631728,0.9794855239770299,0.9702387680258471
2011-02-01,5.205764414195065e-27,7.360997315391345e-12,0.9999999999401844,0.0,5.245466006444607e-11,Transitional,0.9999999999401844,1.4872433968836078e-09,9.240762786768912e-10,{Transitional},5580.7,0.00019356156870897756,0.9999999999401844,0.7,0.00013549309809628428,0.9796182375052142,0.9704265689638084
2011-02-02,6.049197777708989e-31,5.065860680037834e-12,0.9999999987918504,7.804864188316797e-26,1.2030837071241841e-09,Transitional,0.9999999987918504,2.604638053932992e-08,1.6183526147919305e-08,{Transitional},5537.57,-0.007728421165803634,0.9999999987918504,0.7,-0.005409894816062543,0.9743186058804143,0.9629267037283703
2011-02-03,2.4878664607573155e-30,2.874983518667449e-12,0.9999999998747642,3.4579070902661035e-26,1.2236079449607894e-10,Transitional,0.9999999998747642,2.9915528912675314e-09,1.8587563199273287e-09,{Transitional},5533.87,-0.0006681631112563924,0.9999999998747642,0.7,-0.00046771417787947465,0.9738629032546723,0.9622833116260953
2011-02-04,2.1295730975326793e-31,3.1130719760166653e-12,0.9999999998389554,4.545853318325857e-26,1.579316017699397e-10,Transitional,0.9999999998389554,3.804998804860699e-09,2.364178683417524e-09,{Transitional},5518.92,-0.0027015452115788374,0.9999999998389554,0.7,-0.001891081648105186,0.972021248990557,0.9596836597533895
2011-02-07,7.259650367732633e-32,1.0470004599008997e-12,0.999999999411748,1.241239898185487e-25,5.872050207223829e-10,Transitional,0.999999999411748,1.3095855210448933e-08,8.136912340186438e-09,{Transitional},5511.16,-0.0014060722025324157,0.999999999411748,0.7,-0.000984250541772691,0.9710645365496235,0.9583342752361858
2011-02-08,1.3623101488429874e-30,1.6158366485597994e-12,0.9999999999363566,1.2142462910884027e-25,6.202757781542959e-11,Transitional,0.9999999999363566,1.562606454434849e-09,9.70901979108704e-10,{Transitional},5529.28,0.003287874059181739,0.9999999999363566,0.7,0.002301511841427217,0.9732994530792825,0.9614851576397595
2011-02-09,1.6518979126515608e-37,1.8808046544360199e-13,0.999999994469549,2.1908660720790063e-26,5.530262877668621e-09,Transitional,0.999999994469549,1.1068067221312549e-07,6.876976822655617e-08,{Transitional},5450.93,-0.01417001851959021,0.999999994469549,0.7,-0.009919012963713147,0.9636452831866141,0.947860895149693
2011-02-10,1.5801670833089114e-34,1.1838196371479805e-13,0.9999999994998232,1.059468600269655e-27,5.000585061891546e-10,Transitional,0.9999999994998232,1.1210836681912804e-08,6.965684476114788e-09,{Transitional},5479.9,0.005314689419970486,0.9999999994998232,0.7,0.00372028259397934,0.9672303159604235,0.9528984814207488
2011-02-11,1.8873869343659498e-36,3.5922205281545865e-14,0.9999999957430084,2.4402056343718793e-28,4.256955763146698e-09,Transitional,0.9999999957430084,8.630757745849247e-08,5.362591299217104e-08,{Transitional},5454.89,-0.004563951896932261,0.9999999957430084,0.7,-0.0031947663278525827,0.964140241115715,0.9485494985888847
2011-02-14,1.1541769068200616e-29,3.3460794387333e-13,0.999999999729024,8.331778450594901e-28,2.706415671675036e-10,Transitional,0.999999999729024,6.240421809972208e-09,3.8773920769234565e-09,{Transitional},5536.18,0.014902225342765751,0.999999999729024,0.7,0.010431557739936025,0.9741977257103094,0.9626849969656237
2011-02-15,3.353145234896543e-27,1.0609880735603192e-12,0.9999999999589884,1.6232400069343257e-27,3.995058897742967e-11,Transitional,0.9999999999589884,1.0241249050256035e-09,6.36324580844952e-10,{Transitional},5563.37,0.004911328750148991,0.9999999999589884,0.7,0.0034379301251042933,0.9775469494193368,0.967413059468558
2011-02-16,2.1099914866100705e-33,4.2472488910637566e-14,0.9999999929725908,9.899399654635979e-29,7.027366681543365e-09,Transitional,0.9999999929725908,1.3895452458047013e-07,8.633730043696839e-08,{Transitional},5489.69,-0.013243771311273633,0.9999999929725908,0.7,-0.009270639917891543,0.9684844636484368,0.954600862145417
2011-02-17,3.734246580452255e-27,2.875773179457962e-13,0.9999999999372456,3.655923581558158e-28,6.246686249447407e-11,Transitional,0.9999999999372456,1.536381221109211e-09,9.546073254765082e-10,{Transitional},5554.69,0.011840377143335967,0.9999999999372456,0.7,0.008288264000335176,0.976511518563378,0.9659036963745724
2011-02-18,1.8318405315777728e-35,4.656049253556775e-14,0.9999999963820826,2.42860688914719e-28,3.6178708413107045e-09,Transitional,0.9999999963820826,7.39391328333407e-08,4.5940966260398194e-08,{Transitional},5462.88,-0.016528375120843708,0.9999999963820826,0.7,-0.011569862584590595,0.9652134144813299,0.949938877750284
2011-02-21,4.8011289023364505e-39,3.1205222949906943e-14,0.999999985070694,3.458763547602978e-28,1.4929274811777532e-08,Transitional,0.999999985070694,2.839528304425427e-07,1.764298133210338e-07,{Transitional},5423.98,-0.007120786105497601,0.999999985070694,0.7,-0.00498455027384832,0.9604022596918549,0.9431745661885278
2011-02-22,5.581890051375885e-42,6.443988377945277e-15,0.9999998473064776,2.720956654108885e-27,1.5269351594112416e-07,Transitional,0.9999998473064776,2.5491909351317788e-06,1.5839013828600594e-06,{Transitional},5387.85,-0.006661160255015508,0.9999998473064776,0.7,-0.004662812178510855,0.9559240843390944,0.9368919292546913
2011-02-23,4.155096959531527e-38,2.3803625916601206e-14,0.9999999915685902,0.0,8.431385975763966e-09,Transitional,0.9999999915685902,1.6518053245018636e-07,1.0263243532045836e-07,{Transitional},5423.07,0.006536930315431899,0.9999999915685902,0.7,0.004575851220802329,0.9602982507274117,0.9430163265093198
2011-02-24,2.293133780893577e-32,2.4152403954854694e-13,0.999999999914767,0.0,8.499155017422661e-11,Transitional,0.999999999914767,2.060684156533662e-09,1.2803750555478718e-09,{Transitional},5483.48,0.011139446844683931,0.999999999914767,0.7,0.0077976127912787515,0.9677862846507262,0.9535210067521395
2011-02-25,3.6995469244044015e-27,2.360027062430632e-12,0.9999999999904304,0.0,7.209439859899588e-12,Transitional,0.9999999999904304,2.5494546516080716e-10,1.5840652391195992e-10,{Transitional},5552.24,0.012539482226615162,0.9999999999904304,0.7,0.008777637558630612,0.976281161891604,0.9654776664690121
2011-02-28,2.5821427613131133e-21,1.1195620098503886e-11,0.9999999999885136,0.0,2.9063974179851333e-13,Transitional,0.9999999999885136,2.997881069518527e-10,1.8626882381467927e-10,{Transitional},5640.19,0.015840453582698144,0.9999999999885136,0.7,0.0110883175078887,0.9871064773916285,0.9807712706298463
2011-03-01,1.7163322607248246e-26,6.9246546542632096e-12,0.999999999980923,0.0,1.2152308608637135e-11,Transitional,0.999999999980923,4.995474655843065e-10,3.1038629183824504e-10,{Transitional},5573.98,-0.011738966240498971,0.999999999980923,0.7,-0.008217276368349279,0.9789951506619138,0.9692580297942712
2011-03-02,5.272869153040757e-26,1.1309646865631373e-12,0.9999999999785668,0.0,2.0302202153169876e-11,Transitional,0.9999999999785668,5.496972486453728e-10,3.415461040146714e-10,{Transitional},5583.76,0.0017545811072161577,0.9999999999785668,0.7,0.0012282067750513104,0.9801975591386991,0.9709586716213658
2011-03-03,8.498978072935726e-28,1.3158793601177518e-12,0.9999999999542992,5.39733752308184e-215,4.438500630249976e-11,Transitional,0.9999999999542992,1.1370211168506375e-09,7.064709412312875e-10,{Transitional},5560.9,-0.004094015502099091,0.9999999999542992,0.7,-0.0028658108514693637,0.9773884983371356,0.9669835517678504
2011-03-04,9.214308710616689e-24,4.860859259077685e-12,0.9999999999916022,4.596630420447105e-192,3.536995123706039e-12,Transitional,0.9999999999916022,2.2549483913942734e-10,1.4010782112022628e-10,{Transitional},5619.05,0.0104569404233128,0.9999999999916022,0.7,0.007319858296318959,0.9845428436454154,0.9770952411590103
2011-03-07,5.339110436663635e-28,5.522009945865976e-13,0.9999999997755156,1.9989027830623022e-27,2.2393225560126447e-10,Transitional,0.9999999997755156,5.213204278601308e-09,3.2391459392906323e-09,{Transitional},5570.3,-0.008675843781422166,0.9999999997755156,0.7,-0.006073090646995516,0.9785636257101061,0.9686181154871437
2011-03-08,1.052690566995216e-31,2.875058480395208e-13,0.9999999991420964,2.7606352655056555e-27,8.576159752323356e-10,Transitional,0.9999999991420964,1.8768108233482542e-08,1.1661281301058586e-08,{Transitional},5508.6,-0.011076602696443616,0.9999999991420964,0.7,-0.007753621887510531,0.9709762133634786,0.9578891174573146
2011-03-09,8.199537343888745e-30,1.576594678371318e-13,0.999999999268972,6.882752496113244e-27,7.308703896792543e-10,Transitional,0.999999999268972,1.6108525165973452e-08,1.0008789429851977e-08,{Transitional},5532.88,0.004407653487274343,0.999999999268972,0.7,0.00308535744109204,0.973972022048503,0.9621111607662975
2011-03-10,8.545899356795766e-34,7.256802754281511e-14,0.9999999936724384,0.0,6.3274891597085665e-09,Transitional,0.9999999936724384,1.2578019486143933e-07,7.815162914312763e-08,{Transitional},5488.11,-0.0080916267838812,0.9999999936724384,0.7,-0.00566413874871684,0.968455309378252,0.95432611632877
2011-03-11,3.254447648516012e-28,1.0122593050470613e-12,0.9999999999738296,0.0,2.5158287362235128e-11,Transitional,0.9999999999738296,6.654608017109586e-10,4.1347404368306534e-10,{Transitional},5546.57,0.010652118853302861,0.9999999999738296,0.7,0.0074564831973120025,0.9756765801199786,0.9644917115447149
2011-03-14,9.943502154956803e-38,1.5294428340091016e-13,0.9999999696241342,0.0,3.0375712853908315e-08,Transitional,0.9999999696241342,5.561701913105439e-07,3.455679694219436e-07,{Transitional},5444.64,-0.0183771231589972,0.9999999696241342,0.7,-0.012863986211298039,0.9631254900466287,0.9467671285758257
2011-03-15,7.780233353815057e-33,1.7656091225386936e-14,0.999999992720994,3.332593704162852e-46,7.278988307719544e-09,Transitional,0.999999992720994,1.4367317057623606e-07,8.92691600379576e-08,{Transitional},5494.52,0.009161303593993475,0.999999992720994,0.7,0.006412912515795432,0.9693019295560303,0.9554407496735223
2011-03-16,3.180927347076938e-37,8.707333911467261e-15,0.9999998519960106,0.0,1.4800398070329488e-07,Transitional,0.9999998519960106,2.4755167663348485e-06,1.538125048011885e-06,{Transitional},5445.64,-0.008896136514199626,0.9999998519960106,0.7,-0.006227295559939738,0.9632657999538651,0.9469410183331974
2011-03-17,1.8096228939588195e-32,3.2729333844279504e-14,0.9999999953626184,0.0,4.637348725265291e-09,Transitional,0.9999999953626184,9.362294010836185e-08,5.817120336550746e-08,{Transitional},5492.25,0.008559140890694206,0.9999999953626184,0.7,0.005991398623485944,0.9690371093417597,0.9550460199242887
2011-03-18,2.956680308848777e-28,2.235212848563207e-13,0.9999999999167464,0.0,8.303002089657929e-11,Transitional,0.9999999999167464,2.0146683473531402e-09,1.2517838257619843e-09,{Transitional},5546.05,0.00979562110246257,0.9999999999167464,0.7,0.006856934771723799,0.9756817335918959,0.964401288870882
2011-03-21,2.8946910517660027e-32,3.43388236598698e-14,0.9999999977743064,0.0,2.2256591333292833e-09,Transitional,0.9999999977743064,4.656692178777793e-08,2.8933655301651566e-08,{Transitional},5491.72,-0.009796161231867662,0.9999999977743064,0.7,-0.006857312862307363,0.9689911786906178,0.9549538583528818
2011-03-22,8.140794785715922e-27,1.6021045481691352e-13,0.9999999999525911,0.0,4.724853820049554e-11,Transitional,0.9999999999525911,1.173184488523706e-09,7.289405074032286e-10,{Transitional},5549.22,0.0104703080273576,0.9999999999525911,0.7,0.00732921561915032,0.9760931239722959,0.9649525194017501
2011-03-23,7.438826342937282e-29,2.522274262809705e-13,0.999999999814142,0.0,1.8560584994084008e-10,Transitional,0.999999999814142,4.349717120544238e-09,2.702631202446177e-09,{Transitional},5535.4,-0.0024904400978877916,0.999999999814142,0.7,-0.001743308068521454,0.9743914929536467,0.9625493629548741
2011-03-24,5.886061494073022e-29,1.973452085935878e-13,0.9999999998698376,0.0,1.2996506547913706e-10,Transitional,0.9999999998698376,3.092076557318325e-09,1.9212151853946914e-09,{Transitional},5533.46,-0.0003504715106404932,0.9999999998698376,0.7,-0.0002453300574483452,0.9741524454327032,0.9622120168255733
2011-03-25,4.453253608386397e-26,6.859505386028099e-13,0.9999999999886762,0.0,1.0637833110025456e-11,Transitional,0.9999999999886762,2.967452440171683e-10,1.8437818677228329e-10,{Transitional},5578.95,0.008220896148160461,0.9999999999886762,0.7,0.005754627303712323,0.9797583296931683,0.9701222618884084
2011-03-28,6.721915520752319e-37,1.8401093318924025e-13,0.999999949964372,0.0,5.0035443884246556e-08,Transitional,0.999999949964372,8.911612208495519e-07,5.537095988386201e-07,{Transitional},5461.23,-0.02110074476379964,0.999999949964372,0.7,-0.014770521334659746,0.9652867883816248,0.9496519596506211
2011-03-29,1.4175058386251757e-35,3.1869301979526365e-14,0.9999999967790936,0.0,3.2208744642011795e-09,Transitional,0.9999999967790936,6.619951867936081e-08,4.113207360651845e-08,{Transitional},5467.69,0.001182883709347493,0.9999999967790936,0.7,0.0008280185965432452,0.9660860637934023,0.9507752874832417
2011-03-30,1.0517723275536544e-45,1.8808656388751845e-13,0.9999962870316288,0.0,3.712968183035197e-06,Transitional,0.9999962870316288,5.013872676185999e-05,3.115294251148254e-05,{Transitional},5368.55,-0.01813197163701663,0.9999962870316288,0.7,-0.01269238014591164,0.953824132218069,0.9335358569374193
2011-03-31,1.263241405985164e-31,4.1642491155282374e-13,0.999999996751392,0.0,3.248191469430086e-09,Transitional,0.999999996751392,6.674441561502783e-08,4.1470637108382856e-08,{Transitional},5494.08,0.023382477577744476,0.999999996751392,0.7,0.016367734304421133,0.9694360721873594,0.9553642381802789
2011-04-01,2.0433220013233326e-44,1.1654057906003184e-13,0.9998231846669048,0.0,0.0001768153329787,Transitional,0.9998231846669048,0.0017045557332701,0.0010591000249846,{Transitional},5377.41,-0.021235584483662473,0.9998231846669048,0.7,-0.01486490913856373,0.9550254930586481,0.9350765201877318
2011-04-04,1.618546210514555e-38,6.042739032722601e-15,0.9996815936663423,0.0,0.0003184063336515,Transitional,0.9996815936663423,0.0028822214511865,0.0017908248767593,{Transitional},5418.39,0.007620769106317038,0.9996815936663423,0.7,0.005334538374421926,0.9601201131999206,0.942202522444821
2011-04-05,1.8811111522158443e-40,3.0061051086105043e-16,0.9741568037213316,0.0,0.0258431962786679,Transitional,0.9741568037213316,0.1199815235955875,0.0745487121116269,{Transitional},5391.45,-0.004971956614418738,0.9741568037213316,0.7,-0.0034803696300931162,0.9567785403166981,0.9375179323812294
2011-04-06,9.076197600510209e-50,4.637839446381458e-19,0.0433682133368552,0.0,0.9566317866631447,Post-Shock,0.9566317866631447,0.1785046054011942,0.1109111473155403,{Post-Shock},5301.26,-0.016728338387632213,0.9566317866631447,0.7478315893331572,-0.011709836871342548,0.9455748196875883,0.9218348151638829
2011-04-07,7.100216219627497e-56,7.96099728307682e-23,9.303618217548716e-05,0.0,0.9999069638178244,Post-Shock,0.9999069638178244,0.0009566422679072,0.0005943952609271,{Post-Shock},5273.88,-0.005164809875388143,0.9999069638178244,0.7499953481908912,-0.0038624079777151007,0.9419226239605004,0.9170737136070478
2011-04-08,5.8347278811380464e-67,9.959307198287896e-28,1.1322953151836936e-08,0.0,0.9999999886770468,Post-Shock,0.9999999886770468,2.184906172439997e-07,1.3575585336718977e-07,{Post-Shock},5212.94,-0.011555060031703479,0.9999999886770468,0.7499999994338523,-0.008666241271844101,0.9337596952418502,0.9064768717928211
2011-04-11,7.542510989943927e-88,1.8119064095647163e-32,7.383563767438291e-14,0.0,0.9999999999999262,Post-Shock,0.9999999999999262,1.1087461911520865e-12,6.889027421227007e-13,{Post-Shock},5100.06,-0.02165380764021818,0.9999999999999262,0.7499999999999962,-0.016240355717904383,0.9185951056360806,0.8868481959807126
2011-04-12,6.16682224866818e-89,1.506811714654201e-35,3.390325061584279e-13,0.0,0.9999999999996608,Post-Shock,0.9999999999996608,8.607807908472777e-12,5.348331763512642e-12,{Post-Shock},5064.43,-0.006986192319306084,0.9999999999996608,0.749999999999983,-0.005239644239479537,0.9137819940824204,0.8806525039255617
2011-04-13,2.0904480636656729e-88,2.4109428782569005e-35,6.841446195803955e-13,0.0,0.999999999999316,Post-Shock,0.999999999999316,1.823102924421525e-11,1.1327575362408855e-11,{Post-Shock},5062.25,-0.00043045318031842417,0.999999999999316,0.7499999999999658,-0.0003228398852388108,0.9134869888083176,0.8802734242544916
2011-04-14,1.1577347439446907e-84,2.107185667346917e-34,9.236619370272952e-12,0.0,0.9999999999907634,Post-Shock,0.9999999999907634,2.4196974573385225e-10,1.50344256130949e-10,{Post-Shock},5085.19,0.004531581806508811,0.9999999999907634,0.7499999999995381,0.0033986863548814534,0.916591644572542,0.8842624552885965
2011-04-15,2.000134135022679e-107,5.29223583258244e-41,1.0558770047865199e-16,0.0,1.0,Post-Shock,1.0,-9.96949371143582e-13,-6.194394722787436e-13,{Post-Shock},4960.8,-0.024461229570576393,1.0,0.75,-0.018345922177920998,0.8997759255922816,0.8626323083691406
2011-04-18,5.595307478592197e-113,4.689619399805575e-44,5.565332061555607e-18,0.0,1.0,Post-Shock,1.0,-9.999351248051037e-13,-6.212946253346365e-13,{Post-Shock},4922.55,-0.0077104499274310845,1.0,0.75,-0.005782837445573313,0.8945726676771412,0.8559810251496761
2011-04-19,4.240969160388611e-119,1.1436369731044342e-46,8.90654372235051e-20,0.0,1.0,Post-Shock,1.0,-1.0000864396128725e-12,-6.213886425108192e-13,{Post-Shock},4888.93,-0.006829793501335613,1.0,0.75,-0.0051223451260017094,0.8899903577330108,0.8501348515068422
2011-04-20,3.9797933679950785e-124,2.824045701579748e-49,1.907504184685097e-21,0.0,1.0,Post-Shock,1.0,-1.0000888478755526e-12,-6.21390138848554e-13,{Post-Shock},4865.42,-0.004808823198532264,1.0,0.75,-0.003606617398899198,0.8867805030239584,0.8460467033110354
2011-04-21,3.4955495004481257e-133,2.1163197028411402e-52,4.051372006397521e-24,0.0,1.0,Post-Shock,1.0,-1.0000889004698974e-12,-6.213901715272578e-13,{Post-Shock},4826.22,-0.008056858400713574,1.0,0.75,-0.00604264380053518,0.8814220043149251,0.8392302248220679
2011-04-22,9.706241544465898e-145,1.1096893144552818e-55,7.959924127170195e-26,0.0,1.0,Post-Shock,1.0,-1.0000889005796416e-12,-6.213901715954457e-13,{Post-Shock},4759.53,-0.013818267712619958,1.0,0.75,-0.010363700784464969,0.8722872103973618,0.8276335169029543
